time,gFx,gFy,gFz,wx,wy,wz,Bx,By,Bz,label
6.217776,2.0245,0.3266,4.2363,-5.0256,-2.9257,2.1656,-80.7188,4.9875,-35.1938,
6.225655,2.0245,0.3266,4.2363,-2.72,-2.4287,1.3266,-80.7188,4.9875,-35.1938,
6.259865,1.617,0.4737,3.5501,-2.72,-2.4287,1.3266,-80.7188,4.9875,-35.1938,
6.263232,1.1914,0.555,2.7581,-2.72,-2.4287,1.3266,-80.7188,4.9875,-35.1938,
6.26666,1.1914,0.555,2.7581,-2.72,-2.4287,1.3266,-80.7188,4.9875,-35.1938,
6.268652,0.983,0.4581,2.203,-2.72,-2.4287,1.3266,-80.7188,4.9875,-35.1938,
6.276376,0.983,0.4581,2.203,-2.72,-2.4287,1.3266,-80.2125,5.6625,-34.95,
6.301319,0.7737,0.2636,1.8469,-2.72,-2.4287,1.3266,-80.2125,5.6625,-34.95,
6.304873,0.7737,0.2636,1.8469,2.2363,1.9425,-0.9531,-80.2125,5.6625,-34.95,
6.307177,0.601,0.1116,1.4521,2.2363,1.9425,-0.9531,-80.2125,5.6625,-34.95,
6.321517,0.4661,0.0325,1.0497,2.2363,1.9425,-0.9531,-80.2125,5.6625,-34.95,
6.32389,0.4661,0.0325,1.0497,2.2363,1.9425,-0.9531,-80.2125,5.6625,-34.95,
6.359033,0.3137,0.0083,0.7673,2.2363,1.9425,-0.9531,-80.2125,5.6625,-34.95,
6.366116,0.3137,0.0083,0.7673,2.2363,1.9425,-0.9531,-47.4375,4.05,-29.0063,
6.371122,0.3137,0.0083,0.7673,3.8874,1.6989,-1.7658,-47.4375,4.05,-29.0063,
6.375474,0.1537,0.002,0.5196,3.8874,1.6989,-1.7658,-47.4375,4.05,-29.0063,
6.396915,0.1537,0.002,0.5196,3.8874,1.6989,-1.7658,-47.4375,4.05,-29.0063,
6.399003,-0.1385,0.0469,0.0599,3.8874,1.6989,-1.7658,-47.4375,4.05,-29.0063,
6.420732,-0.2831,0.0887,-0.1236,3.8874,1.6989,-1.7658,-47.4375,4.05,-29.0063,
6.429087,-0.2831,0.0887,-0.1236,3.8874,1.6989,-1.7658,-47.3438,4.05,-28.875,
6.453328,-0.2831,0.0887,-0.1236,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.875,
6.457878,-0.2831,0.0887,-0.1236,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.875,
6.459503,-0.3713,0.1397,-0.2673,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.875,
6.461175,-0.3838,0.1979,-0.3525,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.875,
6.477358,-0.3975,0.2309,-0.3965,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.875,
6.484905,-0.3975,0.2309,-0.3965,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.8563,
6.509692,-0.4163,0.2519,-0.4353,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.8563,
6.512883,-0.4214,0.2536,-0.5006,2.9182,1.0839,-1.3929,-47.3438,4.05,-28.8563,
6.514188,-0.4214,0.2536,-0.5006,0.6704,0.6247,-0.3079,-47.3438,4.05,-28.8563,
6.516697,-0.4214,0.2536,-0.5006,0.6704,0.6247,-0.3079,-47.3438,4.05,-28.8563,
6.557644,-0.4214,0.2536,-0.5006,0.6704,0.6247,-0.3079,-47.3813,4.35,-28.8188,
6.563092,-0.4024,0.2367,-0.5152,0.6704,0.6247,-0.3079,-47.3813,4.35,-28.8188,
6.567489,-0.3784,0.1962,-0.5138,0.6704,0.6247,-0.3079,-47.3813,4.35,-28.8188,
6.572168,-0.3784,0.1962,-0.5138,0.6704,0.6247,-0.3079,-47.3813,4.35,-28.8188,
6.575945,-0.3569,0.1173,-0.4627,0.6704,0.6247,-0.3079,-47.3813,4.35,-28.8188,
6.585933,-0.3569,0.1173,-0.4627,-1.6639,-0.3268,0.5082,-47.3813,4.35,-28.8188,
6.593272,-0.3269,0.0212,-0.3369,-1.6639,-0.3268,0.5082,-47.3813,4.35,-28.8188,
6.615914,-0.3269,0.0212,-0.3369,-1.6639,-0.3268,0.5082,-47.5875,4.8375,-28.8938,
6.618667,-0.2775,-0.0623,-0.1322,-1.6639,-0.3268,0.5082,-47.5875,4.8375,-28.8938,
6.625955,-0.2775,-0.0623,-0.1322,-1.6639,-0.3268,0.5082,-47.5875,4.8375,-28.8938,
6.628934,-0.1842,-0.0982,0.2118,-1.6639,-0.3268,0.5082,-47.5875,4.8375,-28.8938,
6.642112,-0.1842,-0.0982,0.2118,-3.9478,-1.5648,1.4825,-47.5875,4.8375,-28.8938,
6.662099,0.119,-0.0345,0.7478,-3.9478,-1.5648,1.4825,-47.5875,4.8375,-28.8938,
6.666212,0.7463,0.0892,1.4343,-3.9478,-1.5648,1.4825,-47.5875,4.8375,-28.8938,
6.676879,0.7463,0.0892,1.4343,-3.9478,-1.5648,1.4825,-47.625,5.9438,-28.3875,
6.68116,0.7463,0.0892,1.4343,-3.9478,-1.5648,1.4825,-47.625,5.9438,-28.3875,
6.682975,1.4242,0.1566,2.7046,-3.9478,-1.5648,1.4825,-47.625,5.9438,-28.3875,
6.720007,1.4242,0.1566,2.7046,-3.8546,-3.3754,1.9897,-47.625,5.9438,-28.3875,
6.72719,1.8723,0.3178,3.8975,-3.8546,-3.3754,1.9897,-47.625,5.9438,-28.3875,
6.732109,1.9634,0.6505,4.0724,-3.8546,-3.3754,1.9897,-47.625,5.9438,-28.3875,
6.738932,1.6495,0.8663,3.3867,-3.8546,-3.3754,1.9897,-47.625,5.9438,-28.3875,
6.743959,1.6495,0.8663,3.3867,-3.8546,-3.3754,1.9897,-47.625,5.9438,-28.3875,
6.756392,1.6495,0.8663,3.3867,-3.8546,-3.3754,1.9897,-47.6813,5.8313,-28.4063,
6.775722,1.2657,0.8853,2.6635,-3.8546,-3.3754,1.9897,-47.6813,5.8313,-28.4063,
6.778552,1.2657,0.8853,2.6635,0.8115,0.8857,0.0687,-47.6813,5.8313,-28.4063,
6.79352,1.2657,0.8853,2.6635,0.8115,0.8857,0.0687,-47.6813,5.8313,-28.4063,
6.796817,0.9962,0.6787,2.1574,0.8115,0.8857,0.0687,-47.6813,5.8313,-28.4063,
6.798686,0.7805,0.4143,1.8058,0.8115,0.8857,0.0687,-47.6813,5.8313,-28.4063,
6.814912,0.6159,0.2328,1.3434,0.8115,0.8857,0.0687,-47.6813,5.8313,-28.4063,
6.817252,0.6159,0.2328,1.3434,0.8115,0.8857,0.0687,-47.8125,4.4438,-29.325,
6.833262,0.4622,0.128,0.9205,0.8115,0.8857,0.0687,-47.8125,4.4438,-29.325,
6.850479,0.4622,0.128,0.9205,3.7862,1.6678,-1.7821,-47.8125,4.4438,-29.325,
6.85273,0.2805,0.053,0.6413,3.7862,1.6678,-1.7821,-47.8125,4.4438,-29.325,
6.853847,0.2805,0.053,0.6413,3.7862,1.6678,-1.7821,-47.8125,4.4438,-29.325,
6.877357,0.2805,0.053,0.6413,3.7862,1.6678,-1.7821,-47.625,2.625,-29.625,
6.883199,0.0889,0.0015,0.426,3.7862,1.6678,-1.7821,-47.625,2.625,-29.625,
6.907342,-0.064,-0.0073,0.1527,3.7862,1.6678,-1.7821,-47.625,2.625,-29.625,
6.910603,-0.2074,0.0212,-0.0928,3.7862,1.6678,-1.7821,-47.625,2.625,-29.625,
6.912166,-0.2074,0.0212,-0.0928,3.7862,1.6678,-1.7821,-47.625,2.625,-29.625,
6.913033,-0.2074,0.0212,-0.0928,3.9545,1.6328,-1.9081,-47.625,2.625,-29.625,
6.927296,-0.3364,0.0476,-0.2944,3.9545,1.6328,-1.9081,-47.625,2.625,-29.625,
6.95676,-0.3953,0.1014,-0.4026,3.9545,1.6328,-1.9081,-47.625,2.625,-29.625,
6.960477,-0.3953,0.1014,-0.4026,3.9545,1.6328,-1.9081,-47.2125,1.2,-29.4,
6.963527,-0.4216,0.1485,-0.471,3.9545,1.6328,-1.9081,-47.2125,1.2,-29.4,
6.96553,-0.4216,0.1485,-0.471,3.9545,1.6328,-1.9081,-47.2125,1.2,-29.4,
6.982296,-0.4216,0.1485,-0.471,2.5428,0.779,-1.251,-47.2125,1.2,-29.4,
6.989776,-0.4268,0.1888,-0.5225,2.5428,0.779,-1.251,-47.2125,1.2,-29.4,
7.015613,-0.4588,0.2047,-0.5641,2.5428,0.779,-1.251,-47.2125,1.2,-29.4,
7.018124,-0.4588,0.2047,-0.5641,2.5428,0.779,-1.251,-46.9875,0.3375,-29.2125,
7.020173,-0.4588,0.2047,-0.5641,2.5428,0.779,-1.251,-46.9875,0.3375,-29.2125,
7.021797,-0.491,0.1947,-0.6088,2.5428,0.779,-1.251,-46.9875,0.3375,-29.2125,
7.038685,-0.491,0.1947,-0.6088,0.0765,0.3613,-0.259,-46.9875,0.3375,-29.2125,
7.06325,-0.4906,0.1529,-0.6022,0.0765,0.3613,-0.259,-46.9875,0.3375,-29.2125,
7.070743,-0.4573,0.0914,-0.5624,0.0765,0.3613,-0.259,-46.9875,0.3375,-29.2125,
7.078493,-0.4573,0.0914,-0.5624,0.0765,0.3613,-0.259,-46.9875,-0.2812,-29.25,
7.080753,-0.4285,0.022,-0.5033,0.0765,0.3613,-0.259,-46.9875,-0.2812,-29.25,
7.082475,-0.4285,0.022,-0.5033,0.0765,0.3613,-0.259,-46.9875,-0.2812,-29.25,
7.095774,-0.4285,0.022,-0.5033,-2.4529,-0.5685,0.7747,-46.9875,-0.2812,-29.25,
7.127055,-0.3811,-0.0525,-0.3589,-2.4529,-0.5685,0.7747,-46.9875,-0.2812,-29.25,
7.130014,-0.3337,-0.1239,-0.224,-2.4529,-0.5685,0.7747,-46.9875,-0.2812,-29.25,
7.136072,-0.1964,-0.1444,0.1402,-2.4529,-0.5685,0.7747,-46.9875,-0.2812,-29.25,
7.140978,-0.1964,-0.1444,0.1402,-2.4529,-0.5685,0.7747,-46.9875,-0.2812,-29.25,
7.157604,0.1151,-0.0877,0.8289,-2.4529,-0.5685,0.7747,-46.9875,-0.2812,-29.25,
7.160335,0.1151,-0.0877,0.8289,-2.4529,-0.5685,0.7747,-47.025,-0.2812,-29.4938,
7.172165,0.1151,-0.0877,0.8289,-4.8938,-1.4747,2.0013,-47.025,-0.2812,-29.4938,
7.190686,0.7241,0.0941,1.6333,-4.8938,-1.4747,2.0013,-47.025,-0.2812,-29.4938,
7.193864,1.2535,0.3376,2.6697,-4.8938,-1.4747,2.0013,-47.025,-0.2812,-29.4938,
7.196472,1.2535,0.3376,2.6697,-4.8938,-1.4747,2.0013,-47.025,-0.2812,-29.4938,
7.217383,1.4418,0.4903,3.6801,-4.8938,-1.4747,2.0013,-47.025,-0.2812,-29.4938,
7.225496,1.4418,0.4903,3.6801,-4.8938,-1.4747,2.0013,-46.7438,0.4125,-29.625,
7.235914,1.4418,0.4903,3.6801,-3.9696,-2.3029,1.631,-46.7438,0.4125,-29.625,
7.248873,1.4467,0.642,4.1437,-3.9696,-2.3029,1.631,-46.7438,0.4125,-29.625,
7.25167,1.2576,0.7925,3.8125,-3.9696,-2.3029,1.631,-46.7438,0.4125,-29.625,
7.253143,1.2576,0.7925,3.8125,-3.9696,-2.3029,1.631,-46.7438,0.4125,-29.625,
7.27553,1.2576,0.7925,3.8125,-3.9696,-2.3029,1.631,-46.4625,0.1688,-30.6188,
7.27953,0.9269,0.7952,3.117,-3.9696,-2.3029,1.631,-46.4625,0.1688,-30.6188,
7.302864,0.7344,0.6366,2.409,-3.9696,-2.3029,1.631,-46.4625,0.1688,-30.6188,
7.306459,0.7344,0.6366,2.409,1.0867,1.1857,-0.2969,-46.4625,0.1688,-30.6188,
7.309229,0.5709,0.4148,1.9678,1.0867,1.1857,-0.2969,-46.4625,0.1688,-30.6188,
7.312162,0.5709,0.4148,1.9678,1.0867,1.1857,-0.2969,-46.4625,0.1688,-30.6188,
7.326945,0.4544,0.2377,1.5114,1.0867,1.1857,-0.2969,-46.4625,0.1688,-30.6188,
7.362345,0.3574,0.1336,1.083,1.0867,1.1857,-0.2969,-46.4625,0.1688,-30.6188,
7.368735,0.3574,0.1336,1.083,1.0867,1.1857,-0.2969,-46.4438,-0.6188,-31.575,
7.372974,0.3574,0.1336,1.083,3.9363,1.6754,-1.3688,-46.4438,-0.6188,-31.575,
7.377286,0.3574,0.1336,1.083,3.9363,1.6754,-1.3688,-46.4438,-0.6188,-31.575,
7.378731,0.2191,0.0777,0.7241,3.9363,1.6754,-1.3688,-46.4438,-0.6188,-31.575,
7.392823,0.0647,0.0327,0.4358,3.9363,1.6754,-1.3688,-46.4438,-0.6188,-31.575,
7.409708,-0.0481,0.0251,0.1647,3.9363,1.6754,-1.3688,-46.4438,-0.6188,-31.575,
7.417478,-0.0481,0.0251,0.1647,3.9363,1.6754,-1.3688,-46.0875,-1.4062,-32.25,
7.423376,-0.1776,0.0459,-0.1168,3.9363,1.6754,-1.3688,-46.0875,-1.4062,-32.25,
7.42997,-0.1776,0.0459,-0.1168,3.9363,1.6754,-1.3688,-46.0875,-1.4062,-32.25,
7.437994,-0.1776,0.0459,-0.1168,3.9488,1.1641,-1.3863,-46.0875,-1.4062,-32.25,
7.463822,-0.2765,0.0897,-0.2516,3.9488,1.1641,-1.3863,-46.0875,-1.4062,-32.25,
7.467063,-0.2897,0.1436,-0.3362,3.9488,1.1641,-1.3863,-46.0875,-1.4062,-32.25,
7.476244,-0.2897,0.1436,-0.3362,3.9488,1.1641,-1.3863,-46.0875,-1.4062,-32.25,
7.478363,-0.2897,0.1436,-0.3362,3.9488,1.1641,-1.3863,-45.6188,-1.575,-32.6438,
7.480281,-0.3469,0.1642,-0.4439,3.9488,1.1641,-1.3863,-45.6188,-1.575,-32.6438,
7.492643,-0.3469,0.1642,-0.4439,1.9239,0.6336,-0.7672,-45.6188,-1.575,-32.6438,
7.511392,-0.4094,0.1595,-0.4945,1.9239,0.6336,-0.7672,-45.6188,-1.575,-32.6438,
7.528442,-0.4664,0.1434,-0.5304,1.9239,0.6336,-0.7672,-45.6188,-1.575,-32.6438,
7.53164,-0.4546,0.1334,-0.5504,1.9239,0.6336,-0.7672,-45.6188,-1.575,-32.6438,
7.533886,-0.4546,0.1334,-0.5504,1.9239,0.6336,-0.7672,-45.6188,-1.575,-32.6438,
7.555559,-0.417,0.1295,-0.5609,1.9239,0.6336,-0.7672,-45.6188,-1.575,-32.6438,
7.56054,-0.417,0.1295,-0.5609,1.9239,0.6336,-0.7672,-45.2812,-1.3313,-33.1313,
7.569632,-0.417,0.1295,-0.5609,-0.4748,0.0487,0.1788,-45.2812,-1.3313,-33.1313,
7.589561,-0.3814,0.1011,-0.5641,-0.4748,0.0487,0.1788,-45.2812,-1.3313,-33.1313,
7.593529,-0.312,0.0562,-0.5196,-0.4748,0.0487,0.1788,-45.2812,-1.3313,-33.1313,
7.59638,-0.312,0.0562,-0.5196,-0.4748,0.0487,0.1788,-45.2812,-1.3313,-33.1313,
7.620635,-0.2375,-0.0208,-0.3906,-0.4748,0.0487,0.1788,-45.2812,-1.3313,-33.1313,
7.629357,-0.2375,-0.0208,-0.3906,-0.4748,0.0487,0.1788,-45.1125,-0.5813,-33.7875,
7.635268,-0.2375,-0.0208,-0.3906,-2.937,-0.9541,1.0525,-45.1125,-0.5813,-33.7875,
7.646254,-0.1998,-0.0853,-0.1603,-2.937,-0.9541,1.0525,-45.1125,-0.5813,-33.7875,
7.649609,-0.0941,-0.0647,0.1727,-2.937,-0.9541,1.0525,-45.1125,-0.5813,-33.7875,
7.651108,-0.0941,-0.0647,0.1727,-2.937,-0.9541,1.0525,-45.1125,-0.5813,-33.7875,
7.667257,0.1446,0.0902,0.6173,-2.937,-0.9541,1.0525,-45.1125,-0.5813,-33.7875,
7.677673,0.1446,0.0902,0.6173,-2.937,-0.9541,1.0525,-44.6813,0.75,-34.05,
7.702724,0.6042,0.2912,1.264,-2.937,-0.9541,1.0525,-44.6813,0.75,-34.05,
7.706602,1.1953,0.426,2.3308,-2.937,-0.9541,1.0525,-44.6813,0.75,-34.05,
7.709166,1.1953,0.426,2.3308,-4.677,-2.3143,1.8622,-44.6813,0.75,-34.05,
7.712641,1.1953,0.426,2.3308,-4.677,-2.3143,1.8622,-44.6813,0.75,-34.05,
7.755445,1.7619,0.6508,4.124,-4.677,-2.3143,1.8622,-44.6813,0.75,-34.05,
7.758799,1.7619,0.6508,4.124,-4.677,-2.3143,1.8622,-44.625,1.425,-33.3188,
7.771622,1.5427,0.7776,4.0412,-4.677,-2.3143,1.8622,-44.625,1.425,-33.3188,
7.777178,1.5427,0.7776,4.0412,-1.5775,-0.8262,0.6243,-44.625,1.425,-33.3188,
7.780367,1.5427,0.7776,4.0412,-1.5775,-0.8262,0.6243,-44.625,1.425,-33.3188,
7.78184,1.1208,0.8054,3.256,-1.5775,-0.8262,0.6243,-44.625,1.425,-33.3188,
7.815497,1.1208,0.8054,3.256,-1.5775,-0.8262,0.6243,-44.8875,1.1063,-33.0,
7.818285,0.8858,0.6806,2.4471,-1.5775,-0.8262,0.6243,-44.8875,1.1063,-33.0,
7.835592,0.7368,0.4573,1.983,-1.5775,-0.8262,0.6243,-44.8875,1.1063,-33.0,
7.838372,0.6024,0.2545,1.5703,-1.5775,-0.8262,0.6243,-44.8875,1.1063,-33.0,
7.840076,0.6024,0.2545,1.5703,-1.5775,-0.8262,0.6243,-44.8875,1.1063,-33.0,
7.852021,0.6024,0.2545,1.5703,3.0959,1.5644,-1.3318,-44.8875,1.1063,-33.0,
7.86111,0.461,0.116,1.157,3.0959,1.5644,-1.3318,-44.8875,1.1063,-33.0,
7.883824,0.3073,0.0234,0.8142,3.0959,1.5644,-1.3318,-44.8875,1.1063,-33.0,
7.89032,0.3073,0.0234,0.8142,3.0959,1.5644,-1.3318,-45.3375,0.2063,-32.7188,
7.895042,0.3073,0.0234,0.8142,3.0959,1.5644,-1.3318,-45.3375,0.2063,-32.7188,
7.896456,0.1344,-0.0205,0.4637,3.0959,1.5644,-1.3318,-45.3375,0.2063,-32.7188,
7.908843,0.1344,-0.0205,0.4637,4.2355,1.725,-1.7511,-45.3375,0.2063,-32.7188,
7.934904,-0.0354,-0.0281,0.137,4.2355,1.725,-1.7511,-45.3375,0.2063,-32.7188,
7.941105,-0.1654,0.0002,-0.0711,4.2355,1.725,-1.7511,-45.3375,0.2063,-32.7188,
7.953297,-0.1654,0.0002,-0.0711,4.2355,1.725,-1.7511,-45.3375,0.2063,-32.7188,
7.956386,-0.2839,0.0337,-0.2282,4.2355,1.725,-1.7511,-45.3375,0.2063,-32.7188,
7.959743,-0.2839,0.0337,-0.2282,4.2355,1.725,-1.7511,-45.6375,-0.4688,-31.9875,
7.97979,-0.3442,0.0948,-0.3645,4.2355,1.725,-1.7511,-45.6375,-0.4688,-31.9875,
7.985454,-0.3442,0.0948,-0.3645,3.1885,0.874,-1.3743,-45.6375,-0.4688,-31.9875,
7.995826,-0.3655,0.1498,-0.4698,3.1885,0.874,-1.3743,-45.6375,-0.4688,-31.9875,
8.00497,-0.3655,0.1498,-0.4698,3.1885,0.874,-1.3743,-45.6375,-0.4688,-31.9875,
8.006526,-0.4151,0.1608,-0.4915,3.1885,0.874,-1.3743,-45.6375,-0.4688,-31.9875,
8.015775,-0.4151,0.1608,-0.4915,3.1885,0.874,-1.3743,-45.9563,-0.8063,-31.4813,
8.032378,-0.4817,0.1554,-0.5323,3.1885,0.874,-1.3743,-45.9563,-0.8063,-31.4813,
8.042686,-0.4817,0.1554,-0.5323,0.7855,0.5412,-0.4021,-45.9563,-0.8063,-31.4813,
8.06312,-0.4817,0.1554,-0.5323,0.7855,0.5412,-0.4021,-45.9563,-0.8063,-31.4813,
8.068247,-0.5013,0.1405,-0.5682,0.7855,0.5412,-0.4021,-45.9563,-0.8063,-31.4813,
8.072609,-0.4644,0.1231,-0.5719,0.7855,0.5412,-0.4021,-45.9563,-0.8063,-31.4813,
8.078111,-0.4644,0.1231,-0.5719,0.7855,0.5412,-0.4021,-46.0875,-0.7875,-31.3313,
8.121628,-0.4644,0.1231,-0.5719,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.129652,-0.4072,0.0946,-0.5529,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.133595,-0.3489,0.0506,-0.5157,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.138877,-0.3489,0.0506,-0.5157,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.144006,-0.2739,-0.0159,-0.4857,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.159397,-0.2116,-0.1116,-0.3381,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.165975,-0.1676,-0.1805,-0.0738,-1.5593,-0.3207,0.6987,-46.0875,-0.7875,-31.3313,
8.170474,-0.1676,-0.1805,-0.0738,-1.5593,-0.3207,0.6987,-46.2,-0.6,-31.05,
8.176475,-0.1676,-0.1805,-0.0738,-1.5593,-0.3207,0.6987,-46.2,-0.6,-31.05,
8.179098,-0.0127,-0.1544,0.4226,-1.5593,-0.3207,0.6987,-46.2,-0.6,-31.05,
8.182281,-0.0127,-0.1544,0.4226,-3.9616,-1.3698,1.5503,-46.2,-0.6,-31.05,
8.194616,0.4556,-0.0093,1.0456,-3.9616,-1.3698,1.5503,-46.2,-0.6,-31.05,
8.218191,0.4556,-0.0093,1.0456,-3.9616,-1.3698,1.5503,-46.425,0.1875,-30.5625,
8.225284,1.1291,0.1647,2.0848,-3.9616,-1.3698,1.5503,-46.425,0.1875,-30.5625,
8.236072,1.1291,0.1647,2.0848,-4.8115,-3.0232,2.1769,-46.425,0.1875,-30.5625,
8.239037,1.6001,0.3235,3.2301,-4.8115,-3.0232,2.1769,-46.425,0.1875,-30.5625,
8.244586,1.6001,0.3235,3.2301,-4.8115,-3.0232,2.1769,-46.425,0.1875,-30.5625,
8.259417,1.9004,0.5597,3.9896,-4.8115,-3.0232,2.1769,-46.425,0.1875,-30.5625,
8.276898,1.9153,0.8475,4.077,-4.8115,-3.0232,2.1769,-46.425,0.1875,-30.5625,
8.282066,1.9153,0.8475,4.077,-4.8115,-3.0232,2.1769,-46.3875,0.675,-29.7938,
8.294048,1.9153,0.8475,4.077,-4.8115,-3.0232,2.1769,-46.3875,0.675,-29.7938,
8.296978,1.4948,0.9679,3.4776,-4.8115,-3.0232,2.1769,-46.3875,0.675,-29.7938,
8.307534,1.4948,0.9679,3.4776,-0.8344,-0.7849,0.647,-46.3875,0.675,-29.7938,
8.329263,1.1367,0.901,2.6914,-0.8344,-0.7849,0.647,-46.3875,0.675,-29.7938,
8.331911,0.9518,0.6843,2.0611,-0.8344,-0.7849,0.647,-46.3875,0.675,-29.7938,
8.346164,0.9518,0.6843,2.0611,-0.8344,-0.7849,0.647,-46.3875,0.675,-29.7938,
8.349416,0.7835,0.4248,1.6333,-0.8344,-0.7849,0.647,-46.3875,0.675,-29.7938,
8.356188,0.7835,0.4248,1.6333,-0.8344,-0.7849,0.647,-46.3688,0.4688,-29.625,
8.371263,0.7835,0.4248,1.6333,3.4652,1.0361,-1.6068,-46.3688,0.4688,-29.625,
8.394799,0.6239,0.2406,1.2239,3.4652,1.0361,-1.6068,-46.3688,0.4688,-29.625,
8.399689,0.4852,0.1219,0.8934,3.4652,1.0361,-1.6068,-46.3688,0.4688,-29.625,
8.401671,0.4852,0.1219,0.8934,3.4652,1.0361,-1.6068,-46.3688,0.4688,-29.625,
8.403016,0.3041,0.0354,0.6088,3.4652,1.0361,-1.6068,-46.3688,0.4688,-29.625,
8.415863,0.3041,0.0354,0.6088,3.4652,1.0361,-1.6068,-46.3875,0.0938,-29.0438,
8.439494,0.0953,-0.0159,0.3449,3.4652,1.0361,-1.6068,-46.3875,0.0938,-29.0438,
8.442063,0.0953,-0.0159,0.3449,3.9769,1.7105,-2.0987,-46.3875,0.0938,-29.0438,
8.451222,-0.0963,-0.0293,0.0865,3.9769,1.7105,-2.0987,-46.3875,0.0938,-29.0438,
8.45792,-0.0963,-0.0293,0.0865,3.9769,1.7105,-2.0987,-46.3875,0.0938,-29.0438,
8.45958,-0.224,-0.0012,-0.1551,3.9769,1.7105,-2.0987,-46.3875,0.0938,-29.0438,
8.476616,-0.224,-0.0012,-0.1551,3.9769,1.7105,-2.0987,-46.425,-0.1875,-28.425,
8.501798,-0.3198,0.0411,-0.3037,3.9769,1.7105,-2.0987,-46.425,-0.1875,-28.425,
8.508636,-0.3198,0.0411,-0.3037,3.0981,0.8072,-1.7466,-46.425,-0.1875,-28.425,
8.513775,-0.3738,0.0867,-0.3894,3.0981,0.8072,-1.7466,-46.425,-0.1875,-28.425,
8.517618,-0.4104,0.1197,-0.4605,3.0981,0.8072,-1.7466,-46.425,-0.1875,-28.425,
8.51971,-0.4104,0.1197,-0.4605,3.0981,0.8072,-1.7466,-46.425,-0.1875,-28.425,
8.558599,-0.4104,0.1197,-0.4605,3.0981,0.8072,-1.7466,-46.5,-0.2812,-27.9375,
8.56485,-0.427,0.1351,-0.4747,3.0981,0.8072,-1.7466,-46.5,-0.2812,-27.9375,
8.569292,-0.4334,0.1451,-0.5118,3.0981,0.8072,-1.7466,-46.5,-0.2812,-27.9375,
8.575208,-0.4334,0.1451,-0.5118,0.595,0.6814,-0.5389,-46.5,-0.2812,-27.9375,
8.578286,-0.4334,0.1451,-0.5118,0.595,0.6814,-0.5389,-46.5,-0.2812,-27.9375,
8.579609,-0.4566,0.1326,-0.5477,0.595,0.6814,-0.5389,-46.5,-0.2812,-27.9375,
8.595948,-0.4397,0.1038,-0.5541,0.595,0.6814,-0.5389,-46.5,-0.2812,-27.9375,
8.617071,-0.3858,0.0557,-0.5196,0.595,0.6814,-0.5389,-46.5,-0.2812,-27.9375,
8.620219,-0.3858,0.0557,-0.5196,0.595,0.6814,-0.5389,-46.6313,-0.6375,-27.5063,
8.628745,-0.3858,0.0557,-0.5196,-1.7166,-0.3167,0.5492,-46.6313,-0.6375,-27.5063,
8.632503,-0.3481,-0.0164,-0.46,-1.7166,-0.3167,0.5492,-46.6313,-0.6375,-27.5063,
8.635036,-0.3481,-0.0164,-0.46,-1.7166,-0.3167,0.5492,-46.6313,-0.6375,-27.5063,
8.657734,-0.3146,-0.0909,-0.3396,-1.7166,-0.3167,0.5492,-46.6313,-0.6375,-27.5063,
8.674591,-0.3146,-0.0909,-0.3396,-1.7166,-0.3167,0.5492,-46.875,-0.9,-27.1688,
8.676511,-0.2282,-0.1387,-0.204,-1.7166,-0.3167,0.5492,-46.875,-0.9,-27.1688,
8.686157,-0.2282,-0.1387,-0.204,-1.7166,-0.3167,0.5492,-46.875,-0.9,-27.1688,
8.687657,-0.0684,-0.1759,0.2064,-1.7166,-0.3167,0.5492,-46.875,-0.9,-27.1688,
8.704043,-0.0684,-0.1759,0.2064,-4.1104,-1.4957,1.7285,-46.875,-0.9,-27.1688,
8.709978,0.4923,-0.0718,0.9212,-4.1104,-1.4957,1.7285,-46.875,-0.9,-27.1688,
8.726148,1.2808,0.1612,1.9798,-4.1104,-1.4957,1.7285,-46.875,-0.9,-27.1688,
8.741774,1.5459,0.4268,3.0564,-4.1104,-1.4957,1.7285,-46.875,-0.9,-27.1688,
8.743369,1.5459,0.4268,3.0564,-4.1104,-1.4957,1.7285,-46.875,-0.9,-27.1688,
8.755819,1.5459,0.4268,3.0564,-4.1104,-1.4957,1.7285,-47.0625,-1.425,-26.8125,
8.78024,1.5459,0.4268,3.0564,-4.0036,-2.6233,2.1125,-47.0625,-1.425,-26.8125,
8.791878,1.8535,1.0229,3.7898,-4.0036,-2.6233,2.1125,-47.0625,-1.425,-26.8125,
8.814923,1.8535,1.0229,3.7898,-4.0036,-2.6233,2.1125,-47.2688,-2.0438,-26.775,
