time,gFx,gFy,gFz,wx,wy,wz,Bx,By,Bz,label
20.191234,-0.2348,-0.0752,-0.1459,3.9296,0.7032,-2.6642,-37.7625,-0.8813,-21.5625,BBBB
20.19476,-0.3738,-0.0902,-0.322,3.9296,0.7032,-2.6642,-37.7625,-0.8813,-21.5625,BBBB
20.19724,-0.3738,-0.0902,-0.322,3.9296,0.7032,-2.6642,-37.7625,-0.8813,-21.5625,BBBB
20.215542,-0.3738,-0.0902,-0.322,3.9296,0.7032,-2.6642,-38.2688,-2.025,-19.725,BBBB
20.219319,-0.4715,-0.0884,-0.3794,3.9296,0.7032,-2.6642,-38.2688,-2.025,-19.725,BBBB
20.246907,-0.5435,-0.0906,-0.3984,3.9296,0.7032,-2.6642,-38.2688,-2.025,-19.725,BBBB
20.254649,-0.5435,-0.0906,-0.3984,1.7279,0.9656,-1.5519,-38.2688,-2.025,-19.725,BBBB
20.256901,-0.5435,-0.0906,-0.3984,1.7279,0.9656,-1.5519,-38.2688,-2.025,-19.725,BBBB
20.257836,-0.6049,-0.0835,-0.4466,1.7279,0.9656,-1.5519,-38.2688,-2.025,-19.725,BBBB
20.275862,-0.6049,-0.0835,-0.4466,1.7279,0.9656,-1.5519,-38.8313,-2.4563,-18.2438,BBBB
20.279781,-0.6418,-0.0586,-0.5235,1.7279,0.9656,-1.5519,-38.8313,-2.4563,-18.2438,BBBB
20.295108,-0.567,-0.0183,-0.5826,1.7279,0.9656,-1.5519,-38.8313,-2.4563,-18.2438,BBBB
20.307412,-0.567,-0.0183,-0.5826,-0.5282,0.2868,0.2165,-38.8313,-2.4563,-18.2438,BBBB
20.30959,-0.4737,-0.0083,-0.5956,-0.5282,0.2868,0.2165,-38.8313,-2.4563,-18.2438,BBBB
20.311862,-0.4737,-0.0083,-0.5956,-0.5282,0.2868,0.2165,-38.8313,-2.4563,-18.2438,BBBB
20.330773,-0.4011,-0.0349,-0.5245,-0.5282,0.2868,0.2165,-38.8313,-2.4563,-18.2438,BBBB
20.348326,-0.3046,-0.0863,-0.3792,-0.5282,0.2868,0.2165,-38.8313,-2.4563,-18.2438,BBBB
20.355968,-0.3046,-0.0863,-0.3792,-0.5282,0.2868,0.2165,-39.3938,-2.4938,-16.95,BBBB
20.373533,-0.191,-0.1446,-0.2629,-0.5282,0.2868,0.2165,-39.3938,-2.4938,-16.95,BBBB
20.381357,-0.191,-0.1446,-0.2629,-0.5282,0.2868,0.2165,-39.3938,-2.4938,-16.95,BBBB
20.383368,-0.191,-0.1446,-0.2629,-2.8693,-0.6554,1.5793,-39.3938,-2.4938,-16.95,BBBB
20.393982,-0.0256,-0.1761,-0.1334,-2.8693,-0.6554,1.5793,-39.3938,-2.4938,-16.95,BBBB
20.415893,-0.0256,-0.1761,-0.1334,-2.8693,-0.6554,1.5793,-40.0875,-2.0438,-16.05,BBBB
20.417849,0.2663,-0.2348,0.494,-2.8693,-0.6554,1.5793,-40.0875,-2.0438,-16.05,BBBB
20.420531,0.5428,-0.2169,1.4756,-2.8693,-0.6554,1.5793,-40.0875,-2.0438,-16.05,BBBB
20.421745,0.5428,-0.2169,1.4756,-2.8693,-0.6554,1.5793,-40.0875,-2.0438,-16.05,BBBB
20.440242,0.5428,-0.2169,1.4756,-4.9805,-1.8139,2.3918,-40.0875,-2.0438,-16.05,BBBB
20.451681,0.9195,0.0015,2.3574,-4.9805,-1.8139,2.3918,-40.0875,-2.0438,-16.05,BBBB
20.459167,1.402,0.398,2.8763,-4.9805,-1.8139,2.3918,-40.0875,-2.0438,-16.05,BBBB
20.475706,1.402,0.398,2.8763,-4.9805,-1.8139,2.3918,-40.1813,-1.5563,-15.1688,BBBB
20.478929,1.6837,0.7124,3.2958,-4.9805,-1.8139,2.3918,-40.1813,-1.5563,-15.1688,BBBB
20.481841,1.6837,0.7124,3.2958,-4.9805,-1.8139,2.3918,-40.1813,-1.5563,-15.1688,BBBB
20.497114,1.6837,0.7124,3.2958,-2.891,-2.4112,2.0886,-40.1813,-1.5563,-15.1688,BBBB
20.507404,1.9221,0.9862,3.6187,-2.891,-2.4112,2.0886,-40.1813,-1.5563,-15.1688,BBBB
20.527319,1.8447,1.1836,3.4592,-2.891,-2.4112,2.0886,-40.1813,-1.5563,-15.1688,BBBB
20.537643,1.5361,1.1763,2.8214,-2.891,-2.4112,2.0886,-40.1813,-1.5563,-15.1688,BBBB
20.540751,1.5361,1.1763,2.8214,-2.891,-2.4112,2.0886,-40.1813,-1.5563,-15.1688,BBBB
20.555374,1.4118,1.0392,2.1129,-2.891,-2.4112,2.0886,-40.1813,-1.5563,-15.1688,BBBB
20.557937,1.4118,1.0392,2.1129,-2.891,-2.4112,2.0886,-40.1625,-1.6688,-14.8125,BBBB
20.573912,1.4118,1.0392,2.1129,1.5902,0.3931,-0.1474,-40.1625,-1.6688,-14.8125,BBBB
20.592784,1.2911,0.7734,1.7089,1.5902,0.3931,-0.1474,-40.1625,-1.6688,-14.8125,BBBB
20.599507,1.0669,0.4649,1.4184,1.5902,0.3931,-0.1474,-40.1625,-1.6688,-14.8125,BBBB
20.602548,1.0669,0.4649,1.4184,1.5902,0.3931,-0.1474,-40.1625,-1.6688,-14.8125,BBBB
20.616862,1.0669,0.4649,1.4184,1.5902,0.3931,-0.1474,-40.125,-2.0438,-14.4375,BBBB
20.619403,0.8264,0.227,1.1025,1.5902,0.3931,-0.1474,-40.125,-2.0438,-14.4375,BBBB
20.629129,0.8264,0.227,1.1025,3.808,1.3468,-2.2801,-40.125,-2.0438,-14.4375,BBBB
20.648605,0.578,0.0652,0.7991,3.808,1.3468,-2.2801,-40.125,-2.0438,-14.4375,BBBB
20.651365,0.3528,-0.0261,0.4468,3.808,1.3468,-2.2801,-40.125,-2.0438,-14.4375,BBBB
20.653156,0.3528,-0.0261,0.4468,3.808,1.3468,-2.2801,-40.125,-2.0438,-14.4375,BBBB
20.678097,0.3528,-0.0261,0.4468,3.808,1.3468,-2.2801,-39.825,-2.2875,-14.2688,BBBB
20.685837,0.1051,-0.0711,0.1449,3.808,1.3468,-2.2801,-39.825,-2.2875,-14.2688,BBBB
20.708976,-0.1016,-0.0897,-0.0882,3.808,1.3468,-2.2801,-39.825,-2.2875,-14.2688,BBBB
20.714755,-0.1905,-0.0865,-0.2636,3.808,1.3468,-2.2801,-39.825,-2.2875,-14.2688,BBBB
20.717298,-0.1905,-0.0865,-0.2636,4.004,1.1524,-2.7219,-39.825,-2.2875,-14.2688,BBBB
20.719754,-0.1905,-0.0865,-0.2636,4.004,1.1524,-2.7219,-39.825,-2.2875,-14.2688,BBBB
20.726797,-0.3105,-0.1048,-0.3884,4.004,1.1524,-2.7219,-39.825,-2.2875,-14.2688,BBBB
20.757284,-0.4468,-0.1295,-0.4642,4.004,1.1524,-2.7219,-39.825,-2.2875,-14.2688,BBBB
20.765498,-0.4468,-0.1295,-0.4642,4.004,1.1524,-2.7219,-39.5625,-2.5688,-14.475,BBBB
20.770612,-0.4468,-0.1295,-0.4642,1.835,0.8908,-1.6268,-39.5625,-2.5688,-14.475,BBBB
20.774819,-0.4468,-0.1295,-0.4642,1.835,0.8908,-1.6268,-39.5625,-2.5688,-14.475,BBBB
20.776262,-0.5284,-0.139,-0.4681,1.835,0.8908,-1.6268,-39.5625,-2.5688,-14.475,BBBB
20.792971,-0.5734,-0.1456,-0.4795,1.835,0.8908,-1.6268,-39.5625,-2.5688,-14.475,BBBB
20.815925,-0.6127,-0.1505,-0.5814,1.835,0.8908,-1.6268,-39.5625,-2.5688,-14.475,BBBB
20.81992,-0.6127,-0.1505,-0.5814,1.835,0.8908,-1.6268,-39.2625,-2.5688,-14.7375,BBBB
20.821404,-0.6127,-0.1505,-0.5814,1.835,0.8908,-1.6268,-39.2625,-2.5688,-14.7375,BBBB
20.822485,-0.6181,-0.1522,-0.6034,1.835,0.8908,-1.6268,-39.2625,-2.5688,-14.7375,BBBB
20.839205,-0.6181,-0.1522,-0.6034,-0.5995,0.2564,0.2107,-39.2625,-2.5688,-14.7375,BBBB
20.861037,-0.5282,-0.162,-0.5098,-0.5995,0.2564,0.2107,-39.2625,-2.5688,-14.7375,BBBB
20.864827,-0.4021,-0.1498,-0.3836,-0.5995,0.2564,0.2107,-39.2625,-2.5688,-14.7375,BBBB
20.875478,-0.3181,-0.1429,-0.2844,-0.5995,0.2564,0.2107,-39.2625,-2.5688,-14.7375,BBBB
20.877857,-0.3181,-0.1429,-0.2844,-0.5995,0.2564,0.2107,-39.0,-2.1938,-14.9438,BBBB
20.879567,-0.3181,-0.1429,-0.2844,-0.5995,0.2564,0.2107,-39.0,-2.1938,-14.9438,BBBB
20.893108,-0.3181,-0.1429,-0.2844,-2.6195,-1.16,1.908,-39.0,-2.1938,-14.9438,BBBB
20.922432,-0.2426,-0.1109,-0.2531,-2.6195,-1.16,1.908,-39.0,-2.1938,-14.9438,BBBB
20.926251,0.0623,-0.0296,0.1361,-2.6195,-1.16,1.908,-39.0,-2.1938,-14.9438,BBBB
20.936027,0.7739,0.1419,1.0734,-2.6195,-1.16,1.908,-39.0,-2.1938,-14.9438,BBBB
20.93954,0.7739,0.1419,1.0734,-2.6195,-1.16,1.908,-39.0,-2.1938,-14.9438,BBBB
20.956082,0.7739,0.1419,1.0734,-2.6195,-1.16,1.908,-38.5125,-1.5,-14.6625,BBBB
20.959036,1.4396,0.4952,1.8667,-2.6195,-1.16,1.908,-38.5125,-1.5,-14.6625,BBBB
20.970034,1.4396,0.4952,1.8667,-4.5239,-2.221,3.0836,-38.5125,-1.5,-14.6625,BBBB
20.974091,1.7079,0.7747,2.73,-4.5239,-2.221,3.0836,-38.5125,-1.5,-14.6625,BBBB
20.989848,1.9976,1.0131,3.4243,-4.5239,-2.221,3.0836,-38.5125,-1.5,-14.6625,BBBB
20.993639,1.9976,1.0131,3.4243,-4.5239,-2.221,3.0836,-38.5125,-1.5,-14.6625,BBBB
21.018029,1.9976,1.0131,3.4243,-4.5239,-2.221,3.0836,-37.9313,-1.0688,-14.3438,BBBB
21.025224,2.0714,1.1804,3.7236,-4.5239,-2.221,3.0836,-37.9313,-1.0688,-14.3438,BBBB
21.045916,2.0714,1.1804,3.7236,-1.9912,-0.524,1.3213,-37.9313,-1.0688,-14.3438,BBBB
21.05963,1.4089,1.157,2.6391,-1.9912,-0.524,1.3213,-37.9313,-1.0688,-14.3438,BBBB
21.068132,1.4089,1.157,2.6391,-1.9912,-0.524,1.3213,-37.9313,-1.0688,-14.3438,BBBB
21.07104,1.2728,0.9332,2.0909,-1.9912,-0.524,1.3213,-37.9313,-1.0688,-14.3438,BBBB
21.075967,1.2728,0.9332,2.0909,-1.9912,-0.524,1.3213,-37.95,-1.5,-14.8313,BBBB
21.12489,1.0986,0.653,1.7267,-1.9912,-0.524,1.3213,-37.95,-1.5,-14.8313,BBBB
21.132031,0.8851,0.4028,1.3559,-1.9912,-0.524,1.3213,-37.95,-1.5,-14.8313,BBBB
21.137953,0.687,0.2052,1.0363,-1.9912,-0.524,1.3213,-37.95,-1.5,-14.8313,BBBB
21.142402,0.687,0.2052,1.0363,2.8667,1.596,-1.7092,-37.95,-1.5,-14.8313,BBBB
21.148634,0.687,0.2052,1.0363,2.8667,1.596,-1.7092,-37.95,-1.5,-14.8313,BBBB
21.157841,0.4781,0.0496,0.7148,2.8667,1.596,-1.7092,-37.95,-1.5,-14.8313,BBBB
21.160894,0.4781,0.0496,0.7148,2.8667,1.596,-1.7092,-38.1188,-2.5688,-15.5813,BBBB
21.180143,0.2541,-0.0542,0.3858,2.8667,1.596,-1.7092,-38.1188,-2.5688,-15.5813,BBBB
21.184887,0.0379,-0.0963,0.1185,2.8667,1.596,-1.7092,-38.1188,-2.5688,-15.5813,BBBB
21.186498,0.0379,-0.0963,0.1185,3.8619,1.572,-2.6135,-38.1188,-2.5688,-15.5813,BBBB
21.18768,0.0379,-0.0963,0.1185,3.8619,1.572,-2.6135,-38.1188,-2.5688,-15.5813,BBBB
21.217043,0.0379,-0.0963,0.1185,3.8619,1.572,-2.6135,-37.8938,-3.675,-16.1438,BBBB
21.220554,-0.1595,-0.1043,-0.0953,3.8619,1.572,-2.6135,-37.8938,-3.675,-16.1438,BBBB
21.239511,-0.2944,-0.0843,-0.2582,3.8619,1.572,-2.6135,-37.8938,-3.675,-16.1438,BBBB
21.247625,-0.3562,-0.0547,-0.3633,3.8619,1.572,-2.6135,-37.8938,-3.675,-16.1438,BBBB
21.253193,-0.3562,-0.0547,-0.3633,3.8619,1.572,-2.6135,-37.8938,-3.675,-16.1438,BBBB
21.256429,-0.3562,-0.0547,-0.3633,2.6167,1.2078,-2.0147,-37.8938,-3.675,-16.1438,BBBB
21.262135,-0.4019,-0.0325,-0.4141,2.6167,1.2078,-2.0147,-37.8938,-3.675,-16.1438,BBBB
21.275184,-0.4668,-0.0261,-0.4712,2.6167,1.2078,-2.0147,-37.8938,-3.675,-16.1438,BBBB
21.277463,-0.4668,-0.0261,-0.4712,2.6167,1.2078,-2.0147,-37.5938,-4.2,-16.725,BBBB
21.290831,-0.5211,-0.0115,-0.5164,2.6167,1.2078,-2.0147,-37.5938,-4.2,-16.725,BBBB
21.293048,-0.5211,-0.0115,-0.5164,2.6167,1.2078,-2.0147,-37.5938,-4.2,-16.725,BBBB
21.312723,-0.5211,-0.0115,-0.5164,0.2616,0.5195,-0.5921,-37.5938,-4.2,-16.725,BBBB
21.330095,-0.5357,0.0005,-0.5196,0.2616,0.5195,-0.5921,-37.5938,-4.2,-16.725,BBBB
21.348343,-0.5357,0.0005,-0.5196,0.2616,0.5195,-0.5921,-37.5938,-4.2,-16.725,BBBB
21.35033,-0.4942,0.0032,-0.4967,0.2616,0.5195,-0.5921,-37.5938,-4.2,-16.725,BBBB
21.352765,-0.4498,-0.0017,-0.4862,0.2616,0.5195,-0.5921,-37.5938,-4.2,-16.725,BBBB
21.357764,-0.4498,-0.0017,-0.4862,0.2616,0.5195,-0.5921,-37.5563,-4.3875,-17.4188,BBBB
21.387679,-0.4498,-0.0017,-0.4862,-1.8451,-0.7355,0.866,-37.5563,-4.3875,-17.4188,BBBB
21.39139,-0.4016,-0.0386,-0.416,-1.8451,-0.7355,0.866,-37.5563,-4.3875,-17.4188,BBBB
21.393967,-0.3337,-0.0772,-0.2765,-1.8451,-0.7355,0.866,-37.5563,-4.3875,-17.4188,BBBB
21.408756,-0.3337,-0.0772,-0.2765,-1.8451,-0.7355,0.866,-37.5563,-4.3875,-17.4188,BBBB
21.414851,-0.2653,-0.0968,-0.0178,-1.8451,-0.7355,0.866,-37.5563,-4.3875,-17.4188,BBBB
21.419665,-0.2653,-0.0968,-0.0178,-1.8451,-0.7355,0.866,-37.7812,-4.2375,-18.075,BBBB
21.443437,-0.073,-0.1243,0.61,-1.8451,-0.7355,0.866,-37.7812,-4.2375,-18.075,BBBB
21.446539,0.3821,-0.0076,1.4829,-1.8451,-0.7355,0.866,-37.7812,-4.2375,-18.075,BBBB
21.448136,0.3821,-0.0076,1.4829,-3.8938,-2.1316,2.2643,-37.7812,-4.2375,-18.075,BBBB
21.461792,1.0185,0.2958,2.1899,-3.8938,-2.1316,2.2643,-37.7812,-4.2375,-18.075,BBBB
21.465245,1.0185,0.2958,2.1899,-3.8938,-2.1316,2.2643,-37.7812,-4.2375,-18.075,BBBB
21.475614,1.0185,0.2958,2.1899,-3.8938,-2.1316,2.2643,-37.7625,-3.3188,-18.3563,BBBB
21.499737,1.4653,0.6034,2.8345,-3.8938,-2.1316,2.2643,-37.7625,-3.3188,-18.3563,BBBB
21.507194,1.4653,0.6034,2.8345,-3.1787,-2.3006,2.9573,-37.7625,-3.3188,-18.3563,BBBB
21.524951,1.4653,0.6034,2.8345,-3.1787,-2.3006,2.9573,-37.7625,-3.3188,-18.3563,BBBB
21.530607,1.6795,0.911,3.4211,-3.1787,-2.3006,2.9573,-37.7625,-3.3188,-18.3563,BBBB
21.535414,1.8293,1.2224,3.4917,-3.1787,-2.3006,2.9573,-37.7625,-3.3188,-18.3563,BBBB
21.547759,1.6106,1.3615,2.8942,-3.1787,-2.3006,2.9573,-37.7625,-3.3188,-18.3563,BBBB
21.555755,1.6106,1.3615,2.8942,-3.1787,-2.3006,2.9573,-37.7812,-2.85,-18.6562,BBBB
21.576628,1.3053,1.2909,2.1847,-3.1787,-2.3006,2.9573,-37.7812,-2.85,-18.6562,BBBB
21.579687,1.2119,1.0634,1.7526,-3.1787,-2.3006,2.9573,-37.7812,-2.85,-18.6562,BBBB
21.581455,1.2119,1.0634,1.7526,0.8949,0.6802,0.7471,-37.7812,-2.85,-18.6562,BBBB
21.583407,1.2119,1.0634,1.7526,0.8949,0.6802,0.7471,-37.7812,-2.85,-18.6562,BBBB
21.595851,1.0512,0.7583,1.5256,0.8949,0.6802,0.7471,-37.7812,-2.85,-18.6562,BBBB
21.620243,1.0512,0.7583,1.5256,0.8949,0.6802,0.7471,-37.8188,-3.4875,-19.35,BBBB
21.62659,0.814,0.4967,1.2283,0.8949,0.6802,0.7471,-37.8188,-3.4875,-19.35,BBBB
21.634953,0.814,0.4967,1.2283,3.2256,1.4431,-1.6273,-37.8188,-3.4875,-19.35,BBBB
21.637442,0.814,0.4967,1.2283,3.2256,1.4431,-1.6273,-37.8188,-3.4875,-19.35,BBBB
21.638346,0.5927,0.3063,0.9674,3.2256,1.4431,-1.6273,-37.8188,-3.4875,-19.35,BBBB
21.652586,0.3904,0.1698,0.7004,3.2256,1.4431,-1.6273,-37.8188,-3.4875,-19.35,BBBB
21.677859,0.3904,0.1698,0.7004,3.2256,1.4431,-1.6273,-37.65,-4.1813,-19.6875,BBBB
21.684025,0.1766,0.0857,0.3662,3.2256,1.4431,-1.6273,-37.65,-4.1813,-19.6875,BBBB
21.695446,-0.0178,0.045,0.0515,3.2256,1.4431,-1.6273,-37.65,-4.1813,-19.6875,BBBB
21.697812,-0.0178,0.045,0.0515,3.2256,1.4431,-1.6273,-37.65,-4.1813,-19.6875,BBBB
21.708046,-0.0178,0.045,0.0515,3.6923,1.0673,-2.2623,-37.65,-4.1813,-19.6875,BBBB
21.726986,-0.1781,0.0281,-0.1356,3.6923,1.0673,-2.2623,-37.65,-4.1813,-19.6875,BBBB
21.730092,-0.2956,0.0122,-0.277,3.6923,1.0673,-2.2623,-37.65,-4.1813,-19.6875,BBBB
21.746818,-0.3496,-0.0029,-0.3308,3.6923,1.0673,-2.2623,-37.65,-4.1813,-19.6875,BBBB
21.750671,-0.3496,-0.0029,-0.3308,3.6923,1.0673,-2.2623,-37.65,-4.1813,-19.6875,BBBB
21.756401,-0.3496,-0.0029,-0.3308,3.6923,1.0673,-2.2623,-37.5,-4.2563,-19.8188,BBBB
21.764737,-0.3496,-0.0029,-0.3308,1.6673,1.0009,-1.4705,-37.5,-4.2563,-19.8188,BBBB
21.79658,-0.3972,-0.0315,-0.3532,1.6673,1.0009,-1.4705,-37.5,-4.2563,-19.8188,BBBB
21.804062,-0.4803,-0.033,-0.4241,1.6673,1.0009,-1.4705,-37.5,-4.2563,-19.8188,BBBB
21.810067,-0.5548,-0.0298,-0.4925,1.6673,1.0009,-1.4705,-37.5,-4.2563,-19.8188,BBBB
21.814736,-0.5548,-0.0298,-0.4925,1.6673,1.0009,-1.4705,-37.5,-4.2563,-19.8188,BBBB
21.816415,-0.5548,-0.0298,-0.4925,1.6673,1.0009,-1.4705,-37.425,-3.6375,-20.4188,BBBB
21.841362,-0.5238,-0.0115,-0.5094,1.6673,1.0009,-1.4705,-37.425,-3.6375,-20.4188,BBBB
21.844461,-0.5238,-0.0115,-0.5094,-0.4905,0.4175,-0.1458,-37.425,-3.6375,-20.4188,BBBB
21.866312,-0.5238,-0.0115,-0.5094,-0.4905,0.4175,-0.1458,-37.425,-3.6375,-20.4188,BBBB
21.871566,-0.4478,0.001,-0.514,-0.4905,0.4175,-0.1458,-37.425,-3.6375,-20.4188,BBBB
21.875501,-0.3865,-0.0146,-0.449,-0.4905,0.4175,-0.1458,-37.425,-3.6375,-20.4188,BBBB
21.87723,-0.3865,-0.0146,-0.449,-0.4905,0.4175,-0.1458,-37.2938,-2.4563,-21.225,BBBB
21.897139,-0.3625,-0.0711,-0.309,-0.4905,0.4175,-0.1458,-37.2938,-2.4563,-21.225,BBBB
21.900563,-0.3625,-0.0711,-0.309,-2.648,-0.812,1.1452,-37.2938,-2.4563,-21.225,BBBB
21.913346,-0.3146,-0.118,-0.1275,-2.648,-0.812,1.1452,-37.2938,-2.4563,-21.225,BBBB
21.916796,-0.191,-0.1617,0.2543,-2.648,-0.812,1.1452,-37.2938,-2.4563,-21.225,BBBB
21.918862,-0.191,-0.1617,0.2543,-2.648,-0.812,1.1452,-37.2938,-2.4563,-21.225,BBBB
21.957652,-0.191,-0.1617,0.2543,-2.648,-0.812,1.1452,-36.6938,-0.3375,-21.9563,BBBB
21.963563,0.0567,-0.127,0.7378,-2.648,-0.812,1.1452,-36.6938,-0.3375,-21.9563,BBBB
21.969355,0.5208,-0.0579,1.498,-2.648,-0.812,1.1452,-36.6938,-0.3375,-21.9563,BBBB
21.974745,0.5208,-0.0579,1.498,-4.7788,-1.9918,2.5451,-36.6938,-0.3375,-21.9563,BBBB
21.976917,0.5208,-0.0579,1.498,-4.7788,-1.9918,2.5451,-36.6938,-0.3375,-21.9563,BBBB
21.977858,1.1389,0.0652,2.5121,-4.7788,-1.9918,2.5451,-36.6938,-0.3375,-21.9563,BBBB
21.993179,1.5877,0.3667,3.5528,-4.7788,-1.9918,2.5451,-36.6938,-0.3375,-21.9563,BBBB
22.020433,1.5877,0.3667,3.5528,-4.7788,-1.9918,2.5451,-35.0438,2.25,-21.9563,BBBB
22.028336,1.7484,0.7178,3.8389,-4.7788,-1.9918,2.5451,-35.0438,2.25,-21.9563,BBBB
22.032848,1.7484,0.7178,3.8389,-3.5582,-0.8639,2.8143,-35.0438,2.25,-21.9563,BBBB
22.036316,1.7484,0.7178,3.8389,-3.5582,-0.8639,2.8143,-35.0438,2.25,-21.9563,BBBB
22.037656,1.6654,0.9982,3.4614,-3.5582,-0.8639,2.8143,-35.0438,2.25,-21.9563,BBBB
22.076982,1.3773,0.9689,2.2436,-3.5582,-0.8639,2.8143,-35.0438,2.25,-21.9563,BBBB
22.079931,1.3773,0.9689,2.2436,-3.5582,-0.8639,2.8143,-33.7125,3.3188,-22.4625,BBBB
22.107108,1.1738,0.6628,1.9011,-3.5582,-0.8639,2.8143,-33.7125,3.3188,-22.4625,BBBB
22.110142,0.887,0.3391,1.6434,-3.5582,-0.8639,2.8143,-33.7125,3.3188,-22.4625,BBBB
22.111664,0.887,0.3391,1.6434,-3.5582,-0.8639,2.8143,-33.7125,3.3188,-22.4625,BBBB
22.126493,0.887,0.3391,1.6434,2.5408,1.0617,-1.0368,-33.7125,3.3188,-22.4625,BBBB
22.133644,0.6256,0.1112,1.3512,2.5408,1.0617,-1.0368,-33.7125,3.3188,-22.4625,BBBB
22.158278,0.6256,0.1112,1.3512,2.5408,1.0617,-1.0368,-33.0938,3.675,-23.325,BBBB
22.163855,0.4265,-0.0259,1.0265,2.5408,1.0617,-1.0368,-33.0938,3.675,-23.325,BBBB
22.168937,0.2553,-0.1021,0.7006,2.5408,1.0617,-1.0368,-33.0938,3.675,-23.325,BBBB
22.173454,0.2553,-0.1021,0.7006,2.5408,1.0617,-1.0368,-33.0938,3.675,-23.325,BBBB
22.181765,0.2553,-0.1021,0.7006,4.0487,1.299,-2.3927,-33.0938,3.675,-23.325,BBBB
22.192716,0.0547,-0.1402,0.3772,4.0487,1.299,-2.3927,-33.0938,3.675,-23.325,BBBB
22.215694,0.0547,-0.1402,0.3772,4.0487,1.299,-2.3927,-32.6813,4.1063,-24.0188,BBBB
22.218628,-0.1414,-0.1353,0.0762,4.0487,1.299,-2.3927,-32.6813,4.1063,-24.0188,BBBB
22.221476,-0.1414,-0.1353,0.0762,4.0487,1.299,-2.3927,-32.6813,4.1063,-24.0188,BBBB
22.222885,-0.2805,-0.1082,-0.1561,4.0487,1.299,-2.3927,-32.6813,4.1063,-24.0188,BBBB
22.237846,-0.2805,-0.1082,-0.1561,3.4316,1.062,-2.1096,-32.6813,4.1063,-24.0188,BBBB
22.259974,-0.3501,-0.076,-0.2961,3.4316,1.062,-2.1096,-32.6813,4.1063,-24.0188,BBBB
22.262922,-0.4282,-0.0481,-0.4107,3.4316,1.062,-2.1096,-32.6813,4.1063,-24.0188,BBBB
22.277921,-0.5294,-0.0186,-0.5536,3.4316,1.062,-2.1096,-32.6813,4.1063,-24.0188,BBBB
22.280768,-0.5294,-0.0186,-0.5536,3.4316,1.062,-2.1096,-32.6813,4.1063,-24.0188,BBBB
22.282355,-0.5294,-0.0186,-0.5536,3.4316,1.062,-2.1096,-32.325,4.1063,-24.6563,BBBB
22.313837,-0.5294,-0.0186,-0.5536,1.0111,1.2747,-0.744,-32.325,4.1063,-24.6563,BBBB
22.321249,-0.6073,0.0208,-0.6457,1.0111,1.2747,-0.744,-32.325,4.1063,-24.6563,BBBB
22.332886,-0.5973,0.0481,-0.6884,1.0111,1.2747,-0.744,-32.325,4.1063,-24.6563,BBBB
22.341273,-0.5973,0.0481,-0.6884,1.0111,1.2747,-0.744,-32.325,4.1063,-24.6563,BBBB
22.345587,-0.5216,0.0647,-0.6716,1.0111,1.2747,-0.744,-32.325,4.1063,-24.6563,BBBB
22.357848,-0.4546,0.0525,-0.6427,1.0111,1.2747,-0.744,-32.325,4.1063,-24.6563,BBBB
22.360197,-0.4546,0.0525,-0.6427,1.0111,1.2747,-0.744,-31.8938,4.2938,-25.4813,BBBB
22.371667,-0.4546,0.0525,-0.6427,-1.6099,0.0444,0.7194,-31.8938,4.2938,-25.4813,BBBB
22.382026,-0.3547,0.0345,-0.59,-1.6099,0.0444,0.7194,-31.8938,4.2938,-25.4813,BBBB
22.390919,-0.2658,-0.0134,-0.4698,-1.6099,0.0444,0.7194,-31.8938,4.2938,-25.4813,BBBB
22.393377,-0.2658,-0.0134,-0.4698,-1.6099,0.0444,0.7194,-31.8938,4.2938,-25.4813,BBBB
22.416845,-0.2096,-0.0892,-0.213,-1.6099,0.0444,0.7194,-31.8938,4.2938,-25.4813,BBBB
22.4232,-0.2096,-0.0892,-0.213,-1.6099,0.0444,0.7194,-31.1625,4.6875,-26.3625,BBBB
22.444575,-0.1481,-0.1268,0.2226,-1.6099,0.0444,0.7194,-31.1625,4.6875,-26.3625,BBBB
22.451083,-0.1481,-0.1268,0.2226,-4.3091,-1.3596,1.5613,-31.1625,4.6875,-26.3625,BBBB
22.455471,-0.1481,-0.1268,0.2226,-4.3091,-1.3596,1.5613,-31.1625,4.6875,-26.3625,BBBB
22.45672,0.0772,-0.0823,0.9528,-4.3091,-1.3596,1.5613,-31.1625,4.6875,-26.3625,BBBB
22.476056,0.8108,0.1234,1.7057,-4.3091,-1.3596,1.5613,-31.1625,4.6875,-26.3625,BBBB
22.47944,0.8108,0.1234,1.7057,-4.3091,-1.3596,1.5613,-28.8,6.1125,-26.5875,BBBB
22.491711,1.4624,0.3523,2.6826,-4.3091,-1.3596,1.5613,-28.8,6.1125,-26.5875,BBBB
22.506227,1.4624,0.3523,2.6826,-4.9949,-2.9281,2.1035,-28.8,6.1125,-26.5875,BBBB
22.509506,1.4624,0.3523,2.6826,-4.9949,-2.9281,2.1035,-28.8,6.1125,-26.5875,BBBB
22.511062,1.5266,0.386,3.9244,-4.9949,-2.9281,2.1035,-28.8,6.1125,-26.5875,BBBB
22.527193,1.5095,0.5817,4.5026,-4.9949,-2.9281,2.1035,-28.8,6.1125,-26.5875,BBBB
22.555738,1.307,0.8001,3.7963,-4.9949,-2.9281,2.1035,-28.8,6.1125,-26.5875,BBBB
